source_token,source_lemma,target_rendering,block_id
samaye,samaye,samaye,1-181
phasso,phasso-NOM.SG.M,contact,1-181
hoti…pe…,hoti…pe…,hoti…pe…,1-181
avikkhepo,avikkhepo-NOM.SG.M,non-distraction,1-181
hoti…pe…,hoti…pe…,hoti…pe…,1-181
ime,ime,ime,1-181
dhammā,dhammā-NOM.PL.M,states,1-181
kusalā,kusalā,kusalā,1-181
Katame,Katame,Katame,1-182
dhammā,dhammā-NOM.PL.M,states,1-182
kusalā,kusalā,kusalā,1-182
Yasmiṃ,Yasmiṃ,Yasmiṃ,1-182
samaye,samaye,samaye,1-182
rūpūpapattiyā,rūpūpapattiyā-GEN.SG.F,form-heaven-GEN,1-182
maggaṃ,maggaṃ,maggaṃ,1-182
bhāveti,bhāveti,cultivates,1-182
vivicceva,vivicceva-ABS,aloof,1-182
kāmehi…pe…,kāmehi…pe…,kāmehi…pe…,1-182
paṭhamaṃ,paṭhamaṃ,first,1-182
jhānaṃ,jhānaṃ,Jhāna,1-182
upasampajja,upasampajja-ABS,entering/attaining,1-182
viharati,viharati,dwells,1-182
parittaṃ,parittaṃ,limited,1-182
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,unlimited-object,1-182
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-kasina,1-182
tasmiṃ,tasmiṃ,tasmiṃ,1-182
samaye,samaye,samaye,1-182
phasso,phasso-NOM.SG.M,contact,1-182
hoti…pe…,hoti…pe…,hoti…pe…,1-182
avikkhepo,avikkhepo-NOM.SG.M,non-distraction,1-182
hoti…pe…,hoti…pe…,hoti…pe…,1-182
ime,ime,ime,1-182
dhammā,dhammā-NOM.PL.M,states,1-182
kusalā,kusalā,kusalā,1-182
Katame,Katame,Katame,1-183
dhammā,dhammā-NOM.PL.M,states,1-183
kusalā,kusalā,kusalā,1-183
Yasmiṃ,Yasmiṃ,Yasmiṃ,1-183
samaye,samaye,samaye,1-183
rūpūpapattiyā,rūpūpapattiyā-GEN.SG.F,form-heaven-GEN,1-183
maggaṃ,maggaṃ,maggaṃ,1-183
bhāveti,bhāveti,cultivates,1-183
vivicceva,vivicceva-ABS,aloof,1-183
kāmehi…pe…,kāmehi…pe…,kāmehi…pe…,1-183
paṭhamaṃ,paṭhamaṃ,first,1-183
jhānaṃ,jhānaṃ,Jhāna,1-183
upasampajja,upasampajja-ABS,entering/attaining,1-183
viharati,viharati,dwells,1-183
appamāṇaṃ,appamāṇaṃ,unlimited/infinite,1-183
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-183
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-kasina,1-183
tasmiṃ,tasmiṃ,tasmiṃ,1-183
samaye,samaye,samaye,1-183
phasso,phasso-NOM.SG.M,contact,1-183
hoti…pe…,hoti…pe…,hoti…pe…,1-183
avikkhepo,avikkhepo-NOM.SG.M,non-distraction,1-183
hoti…pe…,hoti…pe…,hoti…pe…,1-183
ime,ime,ime,1-183
dhammā,dhammā-NOM.PL.M,states,1-183
kusalā,kusalā,kusalā,1-183
Katame,Katame,Katame,1-184
dhammā,dhammā-NOM.PL.M,states,1-184
kusalā,kusalā,kusalā,1-184
Yasmiṃ,Yasmiṃ,Yasmiṃ,1-184
samaye,samaye,samaye,1-184
rūpūpapattiyā,rūpūpapattiyā-GEN.SG.F,form-heaven-GEN,1-184
maggaṃ,maggaṃ,maggaṃ,1-184
bhāveti,bhāveti,cultivates,1-184
vivicceva,vivicceva-ABS,aloof,1-184
kāmehi…pe…,kāmehi…pe…,kāmehi…pe…,1-184
paṭhamaṃ,paṭhamaṃ,first,1-184
jhānaṃ,jhānaṃ,Jhāna,1-184
upasampajja,upasampajja-ABS,entering/attaining,1-184
viharati,viharati,dwells,1-184
appamāṇaṃ,appamāṇaṃ,unlimited/infinite,1-184
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,unlimited-object,1-184
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-kasina,1-184
tasmiṃ,tasmiṃ,tasmiṃ,1-184
samaye,samaye,samaye,1-184
phasso,phasso-NOM.SG.M,contact,1-184
hoti…pe…,hoti…pe…,hoti…pe…,1-184
avikkhepo,avikkhepo-NOM.SG.M,non-distraction,1-184
hoti…pe…,hoti…pe…,hoti…pe…,1-184
ime,ime,ime,1-184
dhammā,dhammā-NOM.PL.M,states,1-184
kusalā,kusalā,kusalā,1-184
Katame,Katame,Katame,1-185
dhammā,dhammā-NOM.PL.M,states,1-185
kusalā,kusalā,kusalā,1-185
Yasmiṃ,Yasmiṃ,Yasmiṃ,1-185
samaye,samaye,samaye,1-185
rūpūpapattiyā,rūpūpapattiyā-GEN.SG.F,form-heaven-GEN,1-185
maggaṃ,maggaṃ,maggaṃ,1-185
bhāveti,bhāveti,cultivates,1-185
vitakkavicārānaṃ,vitakkavicārānaṃ,applied-and-sustained-thinking-GEN,1-185
vūpasamā…pe…,vūpasamā…pe…,vūpasamā…pe…,1-185
dutiyaṃ,dutiyaṃ,second,1-185
jhānaṃ…pe…,jhānaṃ…pe…,jhānaṃ…pe…,1-185
tatiyaṃ,tatiyaṃ,third,1-185
jhānaṃ…pe…,jhānaṃ…pe…,jhānaṃ…pe…,1-185
catutthaṃ,catutthaṃ,fourth,1-185
jhānaṃ…pe…,jhānaṃ…pe…,jhānaṃ…pe…,1-185
paṭhamaṃ,paṭhamaṃ,first,1-185
jhānaṃ…pe…,jhānaṃ…pe…,jhānaṃ…pe…,1-185
pañcamaṃ,pañcamaṃ,fifth,1-185
jhānaṃ,jhānaṃ,Jhāna,1-185
upasampajja,upasampajja-ABS,entering/attaining,1-185
viharati,viharati,dwells,1-185
parittaṃ,parittaṃ,limited,1-185
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-185
pathavīkasiṇaṃ…pe…,pathavīkasiṇaṃ…pe…,pathavīkasiṇaṃ…pe…,1-185
parittaṃ,parittaṃ,limited,1-185
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,unlimited-object,1-185
pathavīkasiṇaṃ…pe…,pathavīkasiṇaṃ…pe…,pathavīkasiṇaṃ…pe…,1-185
appamāṇaṃ,appamāṇaṃ,unlimited/infinite,1-185
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-185
pathavīkasiṇaṃ…pe…,pathavīkasiṇaṃ…pe…,pathavīkasiṇaṃ…pe…,1-185
appamāṇaṃ,appamāṇaṃ,unlimited/infinite,1-185
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,unlimited-object,1-185
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-kasina,1-185
tasmiṃ,tasmiṃ,tasmiṃ,1-185
samaye,samaye,samaye,1-185
phasso,phasso-NOM.SG.M,contact,1-185
hoti…pe…,hoti…pe…,hoti…pe…,1-185
avikkhepo,avikkhepo-NOM.SG.M,non-distraction,1-185
hoti…pe…,hoti…pe…,hoti…pe…,1-185
ime,ime,ime,1-185
dhammā,dhammā-NOM.PL.M,states,1-185
kusalā,kusalā,kusalā,1-185
Cattāri,Cattāri-NOM.PL.N,four,1-185
ārammaṇāni,ārammaṇāni,objects,1-185
Katame,Katame,Katame,1-186
dhammā,dhammā-NOM.PL.M,states,1-186
kusalā,kusalā,kusalā,1-186
Yasmiṃ,Yasmiṃ,Yasmiṃ,1-186
samaye,samaye,samaye,1-186
rūpūpapattiyā,rūpūpapattiyā-GEN.SG.F,form-heaven-GEN,1-186
maggaṃ,maggaṃ,maggaṃ,1-186
bhāveti,bhāveti,cultivates,1-186
vivicceva,vivicceva-ABS,aloof,1-186
kāmehi…pe…,kāmehi…pe…,kāmehi…pe…,1-186
paṭhamaṃ,paṭhamaṃ,first,1-186
jhānaṃ,jhānaṃ,Jhāna,1-186
upasampajja,upasampajja-ABS,entering/attaining,1-186
viharati,viharati,dwells,1-186
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-186
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-insight,1-186
parittaṃ,parittaṃ,limited,1-186
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-186
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-kasina,1-186
tasmiṃ,tasmiṃ,tasmiṃ,1-186
samaye,samaye,samaye,1-186
phasso,phasso-NOM.SG.M,contact,1-186
hoti…pe…,hoti…pe…,hoti…pe…,1-186
avikkhepo,avikkhepo-NOM.SG.M,non-distraction,1-186
hoti…pe…,hoti…pe…,hoti…pe…,1-186
ime,ime,ime,1-186
dhammā,dhammā-NOM.PL.M,states,1-186
kusalā,kusalā,kusalā,1-186
Katame,katama-NOM.PL.M,which,1-187
dhammā,dhamma-NOM.PL.M,states,1-187
kusalā,kusala-NOM.PL.M,wholesome,1-187
Yasmiṃ,ya-LOC.SG.M,when,1-187
samaye,samaya-LOC.SG.M,time,1-187
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-187
maggaṃ,magga-ACC.SG.M,way,1-187
bhāveti,bhāveti,cultivates,1-187
vivicceva,vivica-ADV,aloof,1-187
kāmehi…pe…,kāma-ABL.PL.M,desires,1-187
paṭhamaṃ,paṭhamaṃ,first,1-187
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-187
upasampajja,upasampajja-ADV,entering,1-187
viharati,viharati,abides,1-187
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-187
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-187
parittaṃ,parittā-ACC.SG.M,limited,1-187
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-187
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-device,1-187
tasmiṃ,tad-LOC.SG.M,in-that,1-187
samaye,samaya-LOC.SG.M,time,1-187
phasso,phassa-NOM.SG.M,contact,1-187
hoti…pe…,hoti…pe…,is,1-187
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-187
hoti…pe…,hoti…pe…,is,1-187
ime,idam-NOM.PL.M,these,1-187
dhammā,dhamma-NOM.PL.M,states,1-187
kusalā,kusala-NOM.PL.M,wholesome,1-187
Katame,katama-NOM.PL.M,which,1-188
dhammā,dhamma-NOM.PL.M,states,1-188
kusalā,kusala-NOM.PL.M,wholesome,1-188
Yasmiṃ,ya-LOC.SG.M,when,1-188
samaye,samaya-LOC.SG.M,time,1-188
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-188
maggaṃ,magga-ACC.SG.M,way,1-188
bhāveti,bhāveti,cultivates,1-188
vivicceva,vivica-ADV,aloof,1-188
kāmehi…pe…,kāma-ABL.PL.M,desires,1-188
paṭhamaṃ,paṭhamaṃ,first,1-188
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-188
upasampajja,upasampajja-ADV,entering,1-188
viharati,viharati,abides,1-188
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-188
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-188
appamāṇaṃ,appamāṇaṃ,infinite,1-188
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-188
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-device,1-188
tasmiṃ,tad-LOC.SG.M,in-that,1-188
samaye,samaya-LOC.SG.M,time,1-188
phasso,phassa-NOM.SG.M,contact,1-188
hoti…pe…,hoti…pe…,is,1-188
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-188
hoti…pe…,hoti…pe…,is,1-188
ime,idam-NOM.PL.M,these,1-188
dhammā,dhamma-NOM.PL.M,states,1-188
kusalā,kusala-NOM.PL.M,wholesome,1-188
Katame,katama-NOM.PL.M,which,1-189
dhammā,dhamma-NOM.PL.M,states,1-189
kusalā,kusala-NOM.PL.M,wholesome,1-189
Yasmiṃ,ya-LOC.SG.M,when,1-189
samaye,samaya-LOC.SG.M,time,1-189
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-189
maggaṃ,magga-ACC.SG.M,way,1-189
bhāveti,bhāveti,cultivates,1-189
vivicceva,vivica-ADV,aloof,1-189
kāmehi…pe…,kāma-ABL.PL.M,desires,1-189
paṭhamaṃ,paṭhamaṃ,first,1-189
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-189
upasampajja,upasampajja-ADV,entering,1-189
viharati,viharati,abides,1-189
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-189
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-189
appamāṇaṃ,appamāṇaṃ,infinite,1-189
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-189
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-device,1-189
tasmiṃ,tad-LOC.SG.M,in-that,1-189
samaye,samaya-LOC.SG.M,time,1-189
phasso,phassa-NOM.SG.M,contact,1-189
hoti…pe…,hoti…pe…,is,1-189
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-189
hoti…pe…,hoti…pe…,is,1-189
ime,idam-NOM.PL.M,these,1-189
dhammā,dhamma-NOM.PL.M,states,1-189
kusalā,kusala-NOM.PL.M,wholesome,1-189
Katame,katama-NOM.PL.M,which,1-190
dhammā,dhamma-NOM.PL.M,states,1-190
kusalā,kusala-NOM.PL.M,wholesome,1-190
Yasmiṃ,ya-LOC.SG.M,when,1-190
samaye,samaya-LOC.SG.M,time,1-190
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-190
maggaṃ,magga-ACC.SG.M,way,1-190
bhāveti,bhāveti,cultivates,1-190
vivicceva,vivica-ADV,aloof,1-190
kāmehi…pe…,kāma-ABL.PL.M,desires,1-190
paṭhamaṃ,paṭhamaṃ,first,1-190
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-190
upasampajja,upasampajja-ADV,entering,1-190
viharati,viharati,abides,1-190
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-190
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-190
parittaṃ,parittā-ACC.SG.M,limited,1-190
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-190
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-device,1-190
tasmiṃ,tad-LOC.SG.M,in-that,1-190
samaye,samaya-LOC.SG.M,time,1-190
phasso,phassa-NOM.SG.M,contact,1-190
hoti…pe…,hoti…pe…,is,1-190
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-190
hoti…pe…,hoti…pe…,is,1-190
ime,idam-NOM.PL.M,these,1-190
dhammā,dhamma-NOM.PL.M,states,1-190
kusalā,kusala-NOM.PL.M,wholesome,1-190
Katame,katama-NOM.PL.M,which,1-194
dhammā,dhamma-NOM.PL.M,states,1-194
kusalā,kusala-NOM.PL.M,wholesome,1-194
Yasmiṃ,ya-LOC.SG.M,when,1-194
samaye,samaya-LOC.SG.M,time,1-194
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-194
maggaṃ,magga-ACC.SG.M,way,1-194
bhāveti,bhāveti,cultivates,1-194
vivicceva,vivica-ADV,aloof,1-194
kāmehi…pe…,kāma-ABL.PL.M,desires,1-194
paṭhamaṃ,paṭhamaṃ,first,1-194
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-194
upasampajja,upasampajja-ADV,entering,1-194
viharati,viharati,abides,1-194
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-194
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-194
parittaṃ,parittā-ACC.SG.M,limited,1-194
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-194
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-device,1-194
tasmiṃ,tad-LOC.SG.M,in-that,1-194
samaye,samaya-LOC.SG.M,time,1-194
phasso,phassa-NOM.SG.M,contact,1-194
hoti…pe…,hoti…pe…,is,1-194
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-194
hoti…pe…,hoti…pe…,is,1-194
ime,idam-NOM.PL.M,these,1-194
dhammā,dhamma-NOM.PL.M,states,1-194
kusalā,kusala-NOM.PL.M,wholesome,1-194
Katame,katama-NOM.PL.M,which,1-199
dhammā,dhamma-NOM.PL.M,states,1-199
kusalā,kusala-NOM.PL.M,wholesome,1-199
Yasmiṃ,ya-LOC.SG.M,when,1-199
samaye,samaya-LOC.SG.M,time,1-199
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-199
maggaṃ,magga-ACC.SG.M,way,1-199
bhāveti,bhāveti,cultivates,1-199
vivicceva,vivica-ADV,aloof,1-199
kāmehi…pe…,kāma-ABL.PL.M,desires,1-199
paṭhamaṃ,paṭhamaṃ,first,1-199
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-199
upasampajja,upasampajja-ADV,entering,1-199
viharati,viharati,abides,1-199
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-199
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-199
parittaṃ,parittā-ACC.SG.M,limited,1-199
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-199
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-device,1-199
tasmiṃ,tad-LOC.SG.M,in-that,1-199
samaye,samaya-LOC.SG.M,time,1-199
phasso,phassa-NOM.SG.M,contact,1-199
hoti…pe…,hoti…pe…,is,1-199
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-199
hoti…pe…,hoti…pe…,is,1-199
ime,idam-NOM.PL.M,these,1-199
dhammā,dhamma-NOM.PL.M,states,1-199
kusalā,kusala-NOM.PL.M,wholesome,1-199
Katame,katama-NOM.PL.M,which,1-202
dhammā,dhamma-NOM.PL.M,states,1-202
kusalā,kusala-NOM.PL.M,wholesome,1-202
Yasmiṃ,ya-LOC.SG.M,when,1-202
samaye,samaya-LOC.SG.M,time,1-202
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-202
maggaṃ,magga-ACC.SG.M,way,1-202
bhāveti,bhāveti,cultivates,1-202
vitakkavicārānaṃ,vitakka+vicāra-GEN.PL.M,applied-examination,1-202
vūpasamā…pe…,vūpasama-NOM.SG.M,cessation,1-202
dutiyaṃ,dutiya-ACC.SG.M,second,1-202
tatiyaṃ,tatiya-ACC.SG.M,third,1-202
catutthaṃ,catuttha-ACC.SG.M,fourth,1-202
paṭhamaṃ,paṭhamaṃ,first,1-202
pañcamaṃ,pañcamaṃ,fifth,1-202
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-202
upasampajja,upasampajja-ADV,entering,1-202
viharati,viharati,abides,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
dukkhapaṭipadaṃ,dukkhapaṭipadaṃ,painful-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
dandhābhiññaṃ,dandhābhiññaṃ,sluggish-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
parittaṃ,parittā-ACC.SG.M,limited,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
parittārammaṇaṃ,parittārammaṇaṃ,limited-object,1-202
sukhapaṭipadaṃ,sukhapaṭipadaṃ,easy-progress,1-202
khippābhiññaṃ,khippābhiññaṃ,quick-intuition,1-202
appamāṇaṃ,appamāṇaṃ,infinite,1-202
appamāṇārammaṇaṃ,appamāṇārammaṇaṃ,infinite-object,1-202
pathavīkasiṇaṃ,pathavīkasiṇaṃ,earth-device,1-202
tasmiṃ,tad-LOC.SG.M,in-that,1-202
samaye,samaya-LOC.SG.M,time,1-202
phasso,phassa-NOM.SG.M,contact,1-202
hoti…pe…,hoti…pe…,is,1-202
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-202
hoti…pe…,hoti…pe…,is,1-202
ime,idam-NOM.PL.M,these,1-202
dhammā,dhamma-NOM.PL.M,states,1-202
kusalā,kusala-NOM.PL.M,wholesome,1-202
Katame,katama-NOM.PL.M,which,1-203
dhammā,dhamma-NOM.PL.M,states,1-203
kusalā,kusala-NOM.PL.M,wholesome,1-203
Yasmiṃ,ya-LOC.SG.M,when,1-203
samaye,samaya-LOC.SG.M,time,1-203
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-203
maggaṃ,magga-ACC.SG.M,way,1-203
bhāveti,bhāveti,cultivates,1-203
vivicceva,vivica-ADV,aloof,1-203
kāmehi…pe…,kāma-ABL.PL.M,desires,1-203
paṭhamaṃ,paṭhamaṃ,first,1-203
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-203
upasampajja,upasampajja-ADV,entering,1-203
viharati,viharati,abides,1-203
odātakasiṇaṃ,odātakasiṇaṃ,white-device,1-203
tasmiṃ,tad-LOC.SG.M,in-that,1-203
samaye,samaya-LOC.SG.M,time,1-203
phasso,phassa-NOM.SG.M,contact,1-203
hoti…pe…,hoti…pe…,is,1-203
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-203
hoti…pe…,hoti…pe…,is,1-203
ime,idam-NOM.PL.M,these,1-203
dhammā,dhamma-NOM.PL.M,states,1-203
kusalā,kusala-NOM.PL.M,wholesome,1-203
soḷasakkhattukaṃ,soḷasakkhattukaṃ,sixteenfold,1-203
Katame,katama-NOM.PL.M,which,1-204
dhammā,dhamma-NOM.PL.M,states,1-204
kusalā,kusala-NOM.PL.M,wholesome,1-204
Yasmiṃ,ya-LOC.SG.M,when,1-204
samaye,samaya-LOC.SG.M,time,1-204
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-204
maggaṃ,magga-ACC.SG.M,way,1-204
bhāveti,bhāveti,cultivates,1-204
ajjhattaṃ,ajjhatta-ADV,internally,1-204
arūpasaññī,arūpasaññī,form-unaware,1-204
bahiddhā,bahiddhā-ADV,externally,1-204
rūpāni,rūpa-NOM.PL.M,forms,1-204
passati,passati,sees,1-204
parittāni,parittā-NOM.PL.M,limited,1-204
tāni,tad-NOM.PL.M,these,1-204
abhibhuyya,abhibhuyya-ADV,mastering,1-204
jānāmi,jānāmi,know,1-204
passāmīti,passāmīti,see,1-204
vivicceva,vivica-ADV,aloof,1-204
kāmehi…pe…,kāma-ABL.PL.M,desires,1-204
paṭhamaṃ,paṭhamaṃ,first,1-204
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-204
upasampajja,upasampajja-ADV,entering,1-204
viharati,viharati,abides,1-204
tasmiṃ,tad-LOC.SG.M,in-that,1-204
samaye,samaya-LOC.SG.M,time,1-204
phasso,phassa-NOM.SG.M,contact,1-204
hoti…pe…,hoti…pe…,is,1-204
avikkhepo,avikkhepa-NOM.SG.M,non-distraction,1-204
hoti…pe…,hoti…pe…,is,1-204
ime,idam-NOM.PL.M,these,1-204
dhammā,dhamma-NOM.PL.M,states,1-204
kusalā,kusala-NOM.PL.M,wholesome,1-204
Katame,katama-NOM.PL.M,which,1-205
dhammā,dhamma-NOM.PL.M,states,1-205
kusalā,kusala-NOM.PL.M,wholesome,1-205
Yasmiṃ,ya-LOC.SG.M,when,1-205
samaye,samaya-LOC.SG.M,time,1-205
rūpūpapattiyā,rūpa+upapattin-DAT.SG.F,form-attainment,1-205
maggaṃ,magga-ACC.SG.M,way,1-205
bhāveti,bhāveti,cultivates,1-205
ajjhattaṃ,ajjhatta-ADV,internally,1-205
arūpasaññī,arūpasaññī,form-unaware,1-205
bahiddhā,bahiddhā-ADV,externally,1-205
rūpāni,rūpa-NOM.PL.M,forms,1-205
passati,passati,sees,1-205
parittāni,parittā-NOM.PL.M,limited,1-205
tāni,tad-NOM.PL.M,these,1-205
abhibhuyya,abhibhuyya-ADV,mastering,1-205
jānāmi,jānāmi,know,1-205
passāmīti,passāmīti,see,1-205
vitakkavicārānaṃ,vitakka+vicāra-GEN.PL.M,applied-examination,1-205
vūpasamā…pe…,vūpasama-NOM.SG.M,cessation,1-205
dutiyaṃ,dutiya-ACC.SG.M,second,1-205
jhānaṃ,jhāna-ACC.SG.M,Jhāna,1-205
tatiyaṃ,tatiya-ACC.SG.M,third,1-205
catutthaṃ,catuttha-ACC.SG.M,fourth,1-205
paṭhamaṃ,paṭhamaṃ,first,1-205
pañcamaṃ,pañcamaṃ,fifth,1-205
